algorithm,access_pattern,cores,runtime[s]
parallel_two_lattice,stream,4,0.094685,0.098150,0.096503,0.097979,0.100140,0.095697,0.099855,0.096615,0.121397,0.094165,0.097452,0.093402,0.098447,0.093868,0.094797,0.101122,0.096817,0.095315,0.096930,0.095755
parallel_two_lattice,bundle,2,0.142497,0.141571,0.149335,0.145369,0.141241,0.143118,0.143587,0.144183,0.149555,0.144175,0.141029,0.144385,0.144290,0.144420,0.140713,0.141349,0.142229,0.144018,0.142446,0.141424
parallel_two_lattice,bundle,4,0.093958,0.098453,0.096742,0.091960,0.097173,0.099414,0.095528,0.093267,0.094363,0.097882,0.099390,0.093439,0.091671,0.098060,0.097724,0.095939,0.095337,0.098508,0.099791,0.096462
parallel_two_lattice_framework,collision,2,0.137902,0.138678,0.137956,0.138812,0.136340,0.135947,0.136881,0.137805,0.133062,0.136631,0.138082,0.139141,0.136616,0.136297,0.137373,0.133787,0.136015,0.138576,0.137877,0.137721
parallel_two_lattice_framework,collision,4,0.110731,0.109542,0.119796,0.102647,0.106450,0.102906,0.107207,0.109423,0.108360,0.105401,0.109909,0.111502,0.107889,0.109247,0.099519,0.108040,0.110597,0.111301,0.111146,0.106895
parallel_two_lattice_framework,stream,2,0.134876,0.137314,0.174347,0.135143,0.136399,0.137386,0.147146,0.136161,0.136861,0.166160,0.136490,0.135956,0.137187,0.135947,0.136379,0.137725,0.136978,0.135236,0.136983,0.136294
parallel_two_lattice_framework,stream,4,0.104971,0.099423,0.111514,0.113992,0.107084,0.110592,0.109426,0.110886,0.109396,0.116030,0.107766,0.107265,0.108271,0.100181,0.094830,0.101548,0.111697,0.105204,0.113851,0.108264
parallel_two_lattice_framework,bundle,2,0.137780,0.136206,0.166183,0.135081,0.138221,0.134106,0.138197,0.137101,0.141149,0.135893,0.138518,0.136045,0.136667,0.133549,0.136942,0.133114,0.136111,0.135292,0.135224,0.134184
parallel_two_lattice_framework,bundle,4,0.106287,0.111222,0.106520,0.101510,0.103498,0.116236,0.106808,0.115085,0.098863,0.104642,0.107354,0.097564,0.105518,0.105288,0.101618,0.104216,0.108364,0.104984,0.114856,0.104136
parallel_two_step,collision,2,0.136024,0.135952,0.137330,0.137169,0.135880,0.136668,0.132148,0.135465,0.136244,0.136919,0.133399,0.135634,0.133344,0.133290,0.135706,0.131904,0.132265,0.137013,0.134988,0.136001
parallel_two_step,collision,4,0.113086,0.121955,0.105211,0.110867,0.104740,0.122570,0.113060,0.109433,0.114329,0.108387,0.111505,0.107499,0.108877,0.109271,0.116235,0.108721,0.109398,0.108719,0.106367,0.103114
parallel_two_step,stream,2,0.136165,0.137969,0.136410,0.135975,0.136217,0.134391,0.139701,0.133006,0.134261,0.133846,0.133757,0.136213,0.133540,0.137088,0.133858,0.135642,0.134970,0.135546,0.135139,0.137937
parallel_two_step,stream,4,0.110904,0.112557,0.113237,0.109044,0.110288,0.111478,0.107634,0.112780,0.117513,0.114468,0.104918,0.109426,0.113996,0.108000,0.105770,0.107267,0.109644,0.110726,0.102666,0.110416
parallel_two_step,bundle,2,0.136302,0.134938,0.134601,0.134407,0.134975,0.136713,0.136324,0.133712,0.135973,0.135284,0.136436,0.135731,0.135735,0.133108,0.133850,0.137148,0.136827,0.134758,0.135085,0.133333
parallel_two_step,bundle,4,0.114125,0.112204,0.108555,0.119983,0.109702,0.106120,0.106034,0.110008,0.112542,0.106906,0.120328,0.104683,0.106225,0.108798,0.113963,0.118018,0.116714,0.112042,0.104011,0.112744
parallel_swap,collision,2,0.138601,0.140993,0.136987,0.135775,0.136801,0.135885,0.138827,0.138350,0.136719,0.138861,0.142110,0.137942,0.136884,0.136678,0.138288,0.138537,0.138068,0.138084,0.135626,0.136778
parallel_swap,collision,4,0.107610,0.103591,0.110623,0.102535,0.108299,0.100348,0.104562,0.103736,0.106745,0.110875,0.109743,0.131212,0.112669,0.111383,0.109959,0.108617,0.118981,0.105714,0.110174,0.109488
parallel_swap,stream,2,0.139623,0.135426,0.139162,0.137593,0.138863,0.141096,0.141532,0.139092,0.137892,0.138793,0.138921,0.140543,0.136156,0.139951,0.137949,0.138638,0.139181,0.137852,0.138897,0.135867
parallel_swap,stream,4,0.113245,0.106284,0.108286,0.113089,0.114149,0.110410,0.109198,0.102362,0.111857,0.106254,0.106897,0.156910,0.111935,0.107689,0.110254,0.114246,0.113919,0.107636,0.104680,0.109052
parallel_swap,bundle,2,0.140612,0.140056,0.138451,0.140561,0.135956,0.138716,0.137821,0.139144,0.137709,0.139392,0.138794,0.138818,0.138661,0.139978,0.137835,0.138553,0.140836,0.138560,0.138123,0.136016
parallel_swap,bundle,4,0.107091,0.105184,0.110073,0.107069,0.107133,0.118463,0.106917,0.112239,0.109503,0.110270,0.100465,0.107191,0.113753,0.100212,0.109614,0.109091,0.110502,0.115259,0.114308,0.104493
parallel_shift,collision,2,0.134241,0.135963,0.133670,0.133387,0.132845,0.137240,0.133127,0.132334,0.133407,0.131899,0.135678,0.132450,0.133880,0.135550,0.133284,0.134701,0.136070,0.131116,0.133299,0.133509
parallel_shift,collision,4,0.107914,0.101163,0.105537,0.106324,0.106187,0.103489,0.097730,0.104435,0.104465,0.103402,0.103312,0.104568,0.098583,0.098769,0.113884,0.107123,0.096562,0.101971,0.101155,0.103275
parallel_shift,stream,2,0.132748,0.132894,0.133712,0.134619,0.133957,0.133891,0.133919,0.131108,0.131215,0.131261,0.131213,0.134027,0.134445,0.134446,0.133923,0.134360,0.134139,0.130741,0.133123,0.132569
parallel_shift,stream,4,0.107589,0.104725,0.103330,0.105074,0.097945,0.108184,0.103806,0.106660,0.105681,0.099032,0.107200,0.106462,0.101987,0.103523,0.109898,0.101246,0.106945,0.096018,0.108313,0.106895
parallel_shift,bundle,2,0.133369,0.133685,0.137381,0.133993,0.133970,0.131694,0.131260,0.133239,0.132218,0.134319,0.132901,0.132260,0.133719,0.131952,0.135278,0.134802,0.136619,0.133520,0.131118,0.135072
parallel_shift,bundle,4,0.109417,0.103902,0.104988,0.107634,0.104173,0.107480,0.105293,0.107056,0.105699,0.108944,0.106272,0.107996,0.110179,0.110956,0.099308,0.099445,0.123601,0.106960,0.102351,0.097666
