algorithm,access_pattern,cores,runtime[s]
parallel_two_step,collision,4,32.100786
parallel_two_step,collision,8,17.154843
parallel_two_step,collision,16,9.741597
parallel_two_step,collision,32,6.121548
parallel_two_step,collision,64,5.279703
parallel_two_step,collision,128,4.543720
parallel_two_step,stream,2,62.841256
parallel_two_step,stream,4,32.621140
parallel_two_step,stream,8,17.575189
parallel_two_step,stream,16,10.432387
parallel_two_step,stream,32,6.172124
parallel_two_step,stream,64,5.211616
parallel_two_step,stream,128,4.587407
parallel_two_step,bundle,2,63.912717
parallel_two_step,bundle,4,32.555724
parallel_two_step,bundle,8,17.205418
parallel_two_step,bundle,16,9.728212
parallel_two_step,bundle,32,7.154980
parallel_two_step,bundle,64,5.223989
parallel_two_step,bundle,128,4.522023
parallel_swap,collision,2,65.739455
parallel_swap,collision,4,33.998277
parallel_swap,collision,8,18.214218
parallel_swap,collision,16,10.202635
parallel_swap,collision,32,6.561024
parallel_swap,collision,64,5.519712
parallel_swap,collision,128,4.815688
parallel_swap,stream,2,66.225753
parallel_swap,stream,4,34.309923
parallel_swap,stream,8,18.513462
parallel_swap,stream,16,10.718399
parallel_swap,stream,32,6.609067
parallel_swap,stream,64,5.562141
parallel_swap,stream,128,4.866733
parallel_swap,bundle,2,64.780358
parallel_swap,bundle,4,33.570448
parallel_swap,bundle,8,18.441328
parallel_swap,bundle,16,10.314423
parallel_swap,bundle,32,6.773561
parallel_swap,bundle,64,5.517924
parallel_swap,bundle,128,4.855291
parallel_shift,collision,2,62.835940
parallel_shift,collision,4,31.737186
parallel_shift,collision,8,17.120163
parallel_shift,collision,16,9.980650
parallel_shift,collision,32,5.862093
parallel_shift,collision,64,5.351937
parallel_shift,collision,128,3.986991
parallel_shift,stream,2,63.101545
parallel_shift,stream,4,32.536562
parallel_shift,stream,8,17.260747
parallel_shift,stream,16,9.643811
parallel_shift,stream,32,5.864101
parallel_shift,stream,64,4.837411
parallel_shift,stream,128,3.969268
parallel_shift,bundle,2,64.345612
parallel_shift,bundle,4,32.471998
parallel_shift,bundle,8,17.455403
parallel_shift,bundle,16,10.117007
parallel_shift,bundle,32,5.845638
parallel_shift,bundle,64,5.313216
parallel_shift,bundle,128,4.010171
parallel_two_lattice,collision,2,64.411879
parallel_two_lattice,collision,4,33.000256
parallel_two_lattice,collision,8,17.399351
parallel_two_lattice,collision,16,10.200996
parallel_two_lattice,collision,32,5.949798
parallel_two_lattice,collision,64,4.830328
parallel_two_lattice,collision,128,3.630312
parallel_two_lattice,stream,2,64.306731
parallel_two_lattice,stream,4,33.594821
parallel_two_lattice,stream,8,17.686493
parallel_two_lattice,stream,16,10.253257
parallel_two_lattice,stream,32,6.143333
parallel_two_lattice,stream,64,4.717417
parallel_two_lattice,stream,128,3.616703
parallel_two_lattice,bundle,2,65.151602
parallel_two_lattice,bundle,4,32.783223
parallel_two_lattice,bundle,8,17.915173
parallel_two_lattice,bundle,16,9.670725
parallel_two_lattice,bundle,32,6.060427
parallel_two_lattice,bundle,64,4.768871
parallel_two_lattice,bundle,128,3.634917
parallel_two_lattice_framework,collision,2,63.884090
parallel_two_lattice_framework,collision,4,32.761385
parallel_two_lattice_framework,collision,8,17.665161
parallel_two_lattice_framework,collision,16,9.895674
parallel_two_lattice_framework,collision,32,7.299124
parallel_two_lattice_framework,collision,64,5.219661
parallel_two_lattice_framework,collision,128,4.379431
parallel_two_lattice_framework,stream,2,65.061070
parallel_two_lattice_framework,stream,4,33.669935
parallel_two_lattice_framework,stream,8,17.941320
parallel_two_lattice_framework,stream,16,10.018649
parallel_two_lattice_framework,stream,32,7.241690
parallel_two_lattice_framework,stream,64,5.183428
parallel_two_lattice_framework,stream,128,4.478219
parallel_two_lattice_framework,bundle,2,64.782417
parallel_two_lattice_framework,bundle,4,33.347673
parallel_two_lattice_framework,bundle,8,17.640948
parallel_two_lattice_framework,bundle,16,9.805099
parallel_two_lattice_framework,bundle,32,6.230598
parallel_two_lattice_framework,bundle,64,5.089382
parallel_two_lattice_framework,bundle,128,4.447546
parallel_two_step,collision,2,63.366277
parallel_two_step,collision,4,32.585303
parallel_two_step,collision,8,17.512903
parallel_two_step,collision,16,9.567800
parallel_two_step,collision,32,6.128649
parallel_two_step,collision,64,5.218464
parallel_two_step,collision,128,4.512543
parallel_two_step,stream,2,63.372848
parallel_two_step,stream,4,32.825630
parallel_two_step,stream,8,17.537604
parallel_two_step,stream,16,9.730440
parallel_two_step,stream,32,6.182856
parallel_two_step,stream,64,5.298763
parallel_two_step,stream,128,4.591098
parallel_two_step,bundle,2,63.923389
parallel_two_step,bundle,4,32.736793
parallel_two_step,bundle,8,18.526866
parallel_two_step,bundle,16,9.611232
parallel_two_step,bundle,32,6.098987
parallel_two_step,bundle,64,5.288747
parallel_two_step,bundle,128,4.507278
parallel_swap,collision,2,65.103527
parallel_swap,collision,4,34.349589
parallel_swap,collision,8,19.572632
parallel_swap,collision,16,10.238156
parallel_swap,collision,32,6.700958
parallel_swap,collision,64,5.536468
parallel_swap,collision,128,4.849456
parallel_swap,stream,2,66.131137
parallel_swap,stream,4,34.315736
parallel_swap,stream,8,18.235880
parallel_swap,stream,16,10.400750
parallel_swap,stream,32,6.664820
parallel_swap,stream,64,5.640065
parallel_swap,stream,128,4.849402
parallel_swap,bundle,2,64.869922
parallel_swap,bundle,4,33.835098
parallel_swap,bundle,8,19.506265
parallel_swap,bundle,16,10.186446
parallel_swap,bundle,32,6.663544
parallel_swap,bundle,64,5.526704
parallel_swap,bundle,128,4.829496
parallel_shift,collision,2,63.386307
parallel_shift,collision,4,32.052116
parallel_shift,collision,8,17.341580
parallel_shift,collision,16,9.428853
parallel_shift,collision,32,5.891259
parallel_shift,collision,64,5.314860
parallel_shift,collision,128,4.014996
parallel_shift,stream,2,63.232439
parallel_shift,stream,4,32.693680
parallel_shift,stream,8,17.182214
parallel_shift,stream,16,9.536510
parallel_shift,stream,32,5.963966
parallel_shift,stream,64,5.272634
parallel_shift,stream,128,3.969560
parallel_shift,bundle,2,62.734196
parallel_shift,bundle,4,32.201114
parallel_shift,bundle,8,17.237984
parallel_shift,bundle,16,9.590804
parallel_shift,bundle,32,5.941044
parallel_shift,bundle,64,4.851786
parallel_shift,bundle,128,4.009086
